gene_id	041017C1d150S1	041017E1d150S2	041917E1d14S1	041917F1d14S2
Sbspon	0	0	0	2
Sc5d	11	88	16	17
Scaf1	0	0	0	0
Scaf11	520	239	360	291
Scaf4	471	401	306	302
Scaf8	1497	2590	1667	638
Scai	664	496	746	573
Scamp1	33	87	13	87
Scamp2	78	80	81	23
Scamp3	29	60	74	127
Scamp4	74	98	33	41
Scamp5	633	464	359	290
Scand1	0	0	0	0
Scap	1	13	7	7
Scaper	155	134	95	62
Scara3	0	1	0	0
Scara5	0	0	0	8
Scarb1	0	0	5	0
Scarb2	206	310	442	171
Scarf1	39	31	17	19
Scarf2	0	0	2	0
Scarletltr	1	1	1	2
Scarna10	49	57	16	13
Scarna13	0	0	0	0
Scarna17	0	0	0	0
Scarna2	0	0	0	0
Scarna3a	0	0	0	0
Scarna3b	0	0	0	0
Scarna6	0	0	0	0
Scarna8	0	0	0	0
Scarna9	0	0	0	0
Sccpdh	0	1	0	1
Scd1	0	0	0	0
Scd2	0	0	0	1
Scd3	12	0	5	2
Scd4	15	0	12	0
Scel	209	103	113	138
Scfd1	0	0	0	0
Scfd2	71	32	17	25
Scg2	0	0	0	0
Scg3	0	0	0	0
Scg5	0	0	0	0
Scgb1a1	36	32	5	16
Scgb1b19	0	0	0	0
Scgb1b2	0	0	0	0
Scgb1b20	0	0	0	0
Scgb1b24	0	0	0	0
Scgb1b27	0	0	0	0
Scgb1b29	0	0	0	0
Scgb1b3	48	0	28	90
Scgb1b30	0	0	0	0
Scgb1b7	0	0	0	0
Scgb1c1	18	21	7	1
Scgb2b12	0	0	0	0
Scgb2b15	0	0	0	0
Scgb2b17	0	0	0	0
Scgb2b19	0	0	0	0
Scgb2b2	0	0	0	0
Scgb2b20	0	0	0	0
Scgb2b23-ps	0	0	0	0
Scgb2b24	0	0	0	0
Scgb2b26	0	0	0	0
Scgb2b27	0	0	0	0
Scgb2b3	6	21	9	14
Scgb2b7	0	0	0	0
Scgb3a1	7	0	0	0
Scgb3a2	2	0	0	0
Scgn	0	0	0	0
Schip1	0	0	0	0
Scimp	907	921	750	1184
Scin	0	0	0	0
Sclt1	0	0	0	0
Scly	0	0	0	0
Scmh1	40	47	61	39
Scml2	0	0	0	0
Scml4	3	1	0	0
Scn10a	8	0	0	0
Scn11a	23	4	9	15
Scn1a	0	0	0	0
Scn1b	0	0	10	1
Scn2a1	1	0	0	0
Scn2b	0	0	0	0
Scn3a	0	0	0	0
Scn3b	9	9	10	7
Scn4a	38	179	16	17
Scn4b	16	0	6	0
Scn5a	0	0	0	0
Scn7a	0	0	0	0
Scn8a	137	137	80	51
Scn9a	0	3	2	0
Scnm1	70	127	53	52
Scnn1a	0	0	0	0
Scnn1b	0	0	0	0
Scnn1g	1	2	1	2
Sco1	0	0	0	1
Sco2	0	0	0	0
Scoc	0	0	0	2
Scp2	0	0	0	0
Scp2d1	0	0	0	0
Scpep1	0	0	1	0
Scpep1os	0	0	0	0
Scrg1	0	0	0	0
Scrib	121	73	78	98
Scrn1	0	0	0	0
Scrn2	92	97	94	69
Scrn3	0	2	5	4
Scrt1	28	5	7	4
Scrt2	0	0	1	0
Sct	0	0	0	0
Sctr	0	0	0	0
Scube1	0	0	0	0
Scube2	34	27	14	6
Scube3	12	0	1	0
Scx	52	52	60	23
Scyl1	1392	1113	651	583
Scyl2	0	0	0	0
Scyl3	0	0	0	0
Sdad1	0	0	0	0
Sdc1	0	0	0	0
Sdc2	15	0	0	0
Sdc3	0	0	0	0
Sdc4	0	0	0	0
Sdcbp	1	0	2	1
Sdcbp2	0	0	0	0
Sdccag3	0	0	0	0
Sdccag8	0	0	0	0
Sde2	0	0	0	0
Sdf2	0	0	0	0
Sdf2l1	864	959	1443	2010
Sdf4	0	0	0	0
Sdha	0	0	13	11
Sdhaf1	0	0	0	0
Sdhaf2	0	0	0	0
Sdhb	0	1	0	0
Sdhc	0	0	0	0
Sdhd	29	28	20	6
Sdk1	0	1	0	0
Sdk2	0	0	0	0
Sdpr	0	0	3	0
Sdr16c5	0	0	0	0
Sdr16c6	0	0	15	0
Sdr39u1	0	0	0	0
Sdr42e1	34	0	0	0
Sdr9c7	140	69	84	50
Sds	0	0	0	0
Sdsl	0	0	0	0
Sebox	7	3	7	8
Sec1	0	0	0	0
Sec11a	0	0	0	0
Sec11c	0	0	0	0
Sec13	0	0	0	0
Sec14l1	0	0	2	16
Sec14l2	0	0	2	1
Sec14l3	895	656	549	301
Sec14l4	111	186	139	88
Sec14l5	0	0	0	0
Sec16a	0	0	0	0
Sec16b	23	1	3	4
Sec22a	1119	567	1592	832
Sec22b	0	113	8	3
Sec22c	0	1	0	0
Sec23a	0	0	0	0
Sec23b	0	0	0	0
Sec23ip	0	0	0	0
Sec24a	0	0	1	0
Sec24b	0	0	0	0
Sec24c	1635	1340	1769	1582
Sec24d	0	0	1	0
Sec31a	543	683	998	838
Sec31b	0	0	0	0
Sec61a1	0	0	0	0
Sec61a2	16	65	12	32
Sec61b	85	11	61	35
Sec61g	0	0	0	0
Sec62	192	157	80	33
Sec63	1	0	1	0
Secisbp2	0	0	0	0
Secisbp2l	1	38	43	126
Sectm1a	4	11	0	0
Sectm1b	0	0	1	1
Seh1l	159	80	116	62
Sel1l	0	0	0	0
Sel1l2	20	9	0	1
Sel1l3	4	17	0	11
Sele	0	0	0	0
Selenbp1	1464	2033	1611	2199
Selenbp2	0	0	0	0
Selk	0	1	0	0
Sell	0	0	0	0
Selm	0	0	0	2
Selo	31	30	36	11
Selp	0	0	0	0
Selplg	0	0	0	0
Selt	0	0	0	0
Sema3a	0	0	0	9
Sema3b	0	0	0	0
Sema3c	0	0	0	0
Sema3d	355	638	0	19
Sema3e	2	0	0	0
Sema3f	247	259	157	160
Sema3g	0	0	0	0
Sema4a	775	635	639	406
Sema4b	0	0	0	0
Sema4c	0	0	0	0
Sema4d	2	2	3	2
Sema4f	0	0	1	0
Sema4g	0	0	0	1
Sema5a	0	0	0	1
Sema5b	0	1	0	0
Sema6a	1334	819	1683	1534
Sema6b	0	0	0	0
Sema6c	0	0	0	1
Sema6d	3	0	0	3
Sema7a	0	0	0	0
Senp1	0	0	1	0
Senp2	1958	1054	1956	1023
Senp3	0	0	0	2
Senp5	842	223	616	401
Senp6	0	4	4	0
Senp7	1511	975	925	916
Senp8	14	0	5	9
Sep15	0	0	0	0
Sephs1	0	0	0	0
Sephs2	0	0	0	0
Sepn1	0	0	0	0
Sepp1	0	0	0	0
Sepsecs	1	0	0	1
Sept1	0	0	0	0
Sept10	0	0	3	2
Sept11	0	0	11	0
Sept12	0	0	0	0
Sept14	12	17	0	0
Sept2	0	0	0	0
Sept3	0	0	0	0
Sept4	19	0	0	0
Sept5	0	0	13	13
Sept6	0	1	0	0
Sept7	0	0	0	0
Sept8	138	0	0	7
Sept9	0	0	0	0
Sepw1	0	0	0	0
Serac1	380	6	202	83
Serbp1	0	0	1	1
Serf1	0	0	0	3
Serf2	0	0	0	0
Sergef	0	0	0	0
Serhl	88	1	0	2
Serinc1	3312	2680	4630	3462
Serinc2	121	85	60	78
Serinc3	0	0	0	0
Serinc4	0	0	0	0
Serinc5	0	0	0	0
Serp1	0	0	0	0
Serp2	198	214	211	139
Serpina10	722	879	557	540
Serpina11	514	549	732	827
Serpina12	14	20	22	18
Serpina1a	0	26	10	37
Serpina1b	230	151	250	173
Serpina1c	0	0	0	0
Serpina1d	0	0	0	0
Serpina1e	0	0	0	0
Serpina1f	1	0	0	2
Serpina3a	10	4	12	8
Serpina3b	0	0	0	0
Serpina3c	0	0	0	0
Serpina3f	0	0	0	0
Serpina3g	0	0	0	0
Serpina3h	0	0	0	0
Serpina3i	0	0	0	2
Serpina3j	0	0	0	0
Serpina3k	0	0	0	0
Serpina3m	4	6	0	2
Serpina3n	0	0	0	0
Serpina4-ps1	0	0	0	0
Serpina5	1	58	6	16
Serpina6	10	48	17	49
Serpina7	3	0	0	0
Serpina9	1	16	9	11
Serpinb10	0	0	4	6
Serpinb11	1	0	0	0
Serpinb12	0	0	0	0
Serpinb13	0	0	0	0
Serpinb1a	0	0	0	0
Serpinb1b	11	42	0	4
Serpinb1c	0	0	0	0
Serpinb2	0	3	2	0
Serpinb3a	0	0	0	0
Serpinb3b	0	0	0	0
Serpinb3c	0	0	0	0
Serpinb3d	0	0	0	0
Serpinb5	0	0	0	0
Serpinb6a	0	0	0	0
Serpinb6b	0	1	0	3
Serpinb6c	0	1	0	0
Serpinb6d	0	0	0	0
Serpinb6e	0	0	0	0
Serpinb7	25	0	13	94
Serpinb8	28	0	112	70
Serpinb9	0	0	1	0
Serpinb9b	0	0	0	0
Serpinb9c	0	0	0	0
Serpinb9d	0	0	0	0
Serpinb9e	0	0	0	0
Serpinb9f	0	1	0	0
Serpinb9g	0	0	0	0
Serpinc1	0	0	0	0
Serpind1	0	0	0	0
Serpine1	0	0	0	0
Serpine2	0	0	0	0
Serpine3	0	0	0	0
Serpinf1	564	619	880	592
Serpinf2	1693	1769	2826	1779
Serping1	0	0	0	0
Serpinh1	0	0	0	0
Serpini1	0	0	0	0
Serpini2	0	0	0	0
Sertad1	0	0	0	0
Sertad2	0	0	0	0
Sertad3	0	0	0	0
Sertad4	30	29	32	3
Sertm1	1	0	1	0
Sesn1	0	52	0	23
Sesn2	0	0	1	4
Sesn3	1151	1343	1735	1807
Sestd1	0	0	0	0
Set	0	0	0	0
Setbp1	0	0	0	0
Setd1a	1246	1223	2043	1670
Setd1b	244	582	101	187
Setd2	8	10	8	10
Setd3	0	0	0	2
Setd4	114	125	103	99
Setd5	0	1	2	3
Setd6	0	0	0	0
Setd7	0	0	0	0
Setd8	464	385	122	53
Setdb1	813	837	616	967
Setdb2	0	0	0	0
Setmar	0	11	0	3
Setx	0	1	0	0
Sez6	449	460	209	160
Sez6l	0	0	0	0
Sez6l2	125	120	160	59
Sf1	5392	3926	3431	2823
Sf3a1	18	0	5	3
Sf3a2	0	0	0	0
Sf3a3	500	268	478	222
Sf3b1	0	0	1	9
Sf3b2	7217	6123	4395	3971
Sf3b3	0	0	0	0
Sf3b4	0	0	0	0
Sf3b5	0	0	0	0
Sf3b6	732	726	819	1116
Sfi1	466	423	574	740
Sfmbt1	803	243	250	197
Sfmbt2	1	0	0	1
Sfn	0	0	0	0
Sfpq	0	0	0	0
Sfr1	0	0	0	0
Sfrp1	0	0	0	0
Sfrp2	26	44	7	13
Sfrp4	0	0	0	0
Sfrp5	110	43	95	105
Sfswap	0	0	0	2
Sft2d1	0	0	6	1
Sft2d2	0	0	0	0
Sft2d3	4	1	0	4
Sfta2	174	208	543	680
Sftpa1	0	0	0	0
Sftpb	940	1393	1161	955
Sftpc	127	111	136	141
Sftpd	0	0	0	0
Sfxn1	0	0	0	0
Sfxn2	491	355	187	246
Sfxn3	383	207	154	164
Sfxn4	2126	1876	3020	2062
Sfxn5	1	0	3	0
Sgca	0	0	0	0
Sgcb	20	69	20	66
Sgcd	0	0	1	0
Sgce	0	0	0	0
Sgcg	0	1	1	1
Sgcz	0	0	0	0
Sgip1	0	0	0	1
Sgk1	59	53	94	109
Sgk2	0	10	12	4
Sgk3	96	59	123	40
Sgms1	18	96	23	7
Sgms2	0	0	0	0
Sgol1	5	12	3	19
Sgol2	64	71	90	72
Sgpl1	217	106	176	156
Sgpp1	0	0	0	0
Sgpp2	27	1	14	49
Sgsh	325	314	297	447
Sgsm1	0	0	0	1
Sgsm2	127	1	57	30
Sgsm3	0	0	17	7
Sgta	1	0	0	0
Sgtb	0	0	0	0
Sh2b1	0	0	0	0
Sh2b2	115	158	89	107
Sh2b3	570	560	584	477
Sh2d1a	0	0	0	0
Sh2d1b1	0	0	0	0
Sh2d1b2	0	0	0	0
Sh2d2a	260	396	107	115
Sh2d3c	0	0	0	0
Sh2d4a	0	0	0	0
Sh2d4b	0	0	0	0
Sh2d5	0	0	0	0
Sh2d7	0	1	0	0
Sh3bgr	114	115	73	156
Sh3bgrl	0	0	0	0
Sh3bgrl2	0	0	0	0
Sh3bgrl3	8	0	0	0
Sh3bp1	651	617	973	614
Sh3bp2	1	0	0	4
Sh3bp4	0	0	0	0
Sh3bp5	0	0	6	6
Sh3bp5l	0	0	0	0
Sh3d19	36	19	46	40
Sh3d21	0	0	2	0
Sh3gl1	84	87	94	52
Sh3gl2	0	0	0	0
Sh3gl3	0	0	0	0
Sh3glb1	0	0	0	0
Sh3glb2	0	0	0	0
Sh3kbp1	0	0	0	0
Sh3pxd2a	0	0	0	0
Sh3pxd2b	26	15	62	64
Sh3rf1	0	0	0	0
Sh3rf2	0	0	0	0
Sh3rf3	0	25	11	1
Sh3tc1	0	0	0	0
Sh3tc2	182	87	15	37
Sh3yl1	17	0	1	0
Shank1	0	0	0	0
Shank2	0	0	0	0
Shank3	0	0	0	0
Sharpin	11	26	0	2
Shb	0	1	0	0
Shbg	0	0	0	4
Shc1	0	0	0	0
Shc2	218	189	229	500
Shc3	6	0	0	0
Shc4	450	244	546	380
Shcbp1	0	116	2413	2370
Shcbp1l	0	11	3	0
Shd	0	0	0	0
She	703	591	651	598
Shf	4	0	0	1
Shfm1	0	0	0	0
Shh	0	0	0	0
Shisa2	0	0	0	0
Shisa3	0	0	0	0
Shisa4	0	0	0	0
Shisa5	0	0	0	0
Shisa6	0	3	0	1
Shisa7	0	37	5	5
Shisa9	0	0	0	0
Shkbp1	0	0	0	0
Shmt1	0	0	0	0
Shmt2	3029	3133	3122	3182
Shoc2	14	6	55	31
Shox2	0	0	0	1
Shpk	0	0	0	0
Shprh	0	0	0	0
Shq1	0	0	0	0
Shroom1	330	413	201	348
Shroom2	0	0	0	0
Shroom3	0	4	0	4
Shroom4	0	0	0	0
Siae	0	0	0	0
Siah1a	318	332	47	45
Siah1b	0	0	0	0
Siah2	0	0	0	0
Siah3	3	1	0	0
Sidt1	483	923	654	646
Sidt2	51	216	96	94
Sigirr	0	0	0	0
Siglec1	406	619	342	426
Siglec15	0	0	0	1
Siglec5	0	0	0	0
Siglece	0	0	0	0
Siglecg	0	0	0	0
Siglech	0	0	0	0
Sigmar1	0	0	0	0
Sik1	0	0	0	0
Sik2	0	0	0	0
Sik3	0	0	0	0
Sike1	0	0	0	0
Sil1	6	0	0	3
Sim1	0	0	0	0
Sim2	0	0	0	0
Simc1	0	4	3	0
Sin3a	64	149	58	66
Sin3b	84	65	35	59
Sipa1	3257	2673	1509	781
Sipa1l1	0	0	19	7
Sipa1l2	631	664	611	358
Sipa1l3	10	0	0	0
Sirpa	0	0	0	0
Sirpb1a	0	33	0	23
Sirpb1b	0	0	0	30
Sirt1	0	0	0	0
Sirt2	30	7	13	4
Sirt3	413	468	451	369
Sirt4	4	0	3	0
Sirt5	1	0	1	4
Sirt6	16	0	1	0
Sirt7	1	0	0	3
Sis	0	0	0	0
Sit1	0	0	8	0
Siva1	8	0	0	0
Six1	16	0	50	24
Six2	0	0	0	10
Six3	0	0	0	0
Six3os1	12	24	16	1
Six4	1	0	0	2
Six5	0	0	0	0
Six6	0	0	0	0
Ska1	0	0	0	0
Ska2	0	0	0	0
Ska3	0	0	0	0
Skap1	242	42	35	146
Skap2	29	90	150	114
Ski	23	27	0	2
Skida1	111	242	225	223
Skil	0	0	0	0
Skint1	0	0	0	0
Skint10	0	0	0	0
Skint11	0	0	0	0
Skint2	1	0	0	0
Skint3	0	0	0	1
Skint4	0	0	0	0
Skint5	0	0	0	0
Skint6	0	0	0	2
Skint7	0	0	0	0
Skint8	0	0	0	0
Skint9	0	0	0	0
Skiv2l	0	0	0	0
Skiv2l2	0	0	0	0
Skor1	23	2	7	17
Skor2	0	1	0	0
Skp1a	0	0	0	0
Skp2	4	0	13	22
Sla	0	0	0	0
Sla2	0	0	1	0
Slain1	4	0	12	24
Slain1os	124	2	40	39
Slain2	24	8	26	15
Slamf1	0	0	0	0
Slamf6	0	0	0	0
Slamf7	0	0	0	0
Slamf8	0	0	0	0
Slamf9	0	0	0	0
Slbp	0	0	0	0
Slc10a1	0	0	0	0
Slc10a2	0	0	0	0
Slc10a3	0	0	0	0
Slc10a3-ubl4	0	0	0	0
Slc10a4	0	0	1	0
Slc10a5	3	0	0	7
Slc10a6	0	0	0	0
Slc10a7	0	0	0	0
Slc11a1	0	0	0	0
Slc11a2	48	48	6	23
Slc12a1	0	0	0	0
Slc12a2	0	4	0	0
Slc12a3	0	0	0	0
Slc12a4	0	0	0	0
Slc12a5	0	0	0	1
Slc12a6	3	51	11	6
Slc12a7	1	0	0	0
Slc12a8	0	0	43	16
Slc12a9	0	0	0	0
Slc13a1	0	0	0	0
Slc13a2	3	50	19	15
Slc13a2os	4	32	12	24
Slc13a3	0	0	0	0
Slc13a4	1	0	0	0
Slc13a5	129	134	48	13
Slc14a1	0	0	0	0
Slc14a2	20	42	4	1
Slc15a1	0	5	1	2
Slc15a2	189	0	411	88
Slc15a3	0	1	42	60
Slc15a4	0	0	0	0
Slc15a5	0	0	0	0
Slc16a1	22	149	105	83
Slc16a10	0	1	5	11
Slc16a11	13	13	10	4
Slc16a12	1877	2283	697	141
Slc16a13	9	7	16	3
Slc16a14	0	0	0	0
Slc16a2	0	5	3	3
Slc16a3	0	0	0	0
Slc16a4	0	0	0	0
Slc16a5	2645	3155	3398	4927
Slc16a6	0	0	2	0
Slc16a7	0	0	0	0
Slc16a8	64	86	97	78
Slc16a9	0	2	0	0
Slc17a1	0	0	0	0
Slc17a2	0	0	0	0
Slc17a3	10	24	13	40
Slc17a4	0	0	0	0
Slc17a5	0	0	0	0
Slc17a6	7	3	4	0
Slc17a7	0	0	0	0
Slc17a8	0	0	0	0
Slc17a9	0	0	2	0
Slc18a1	1	0	0	0
Slc18a2	0	0	0	0
Slc18a3	0	0	0	0
Slc18b1	0	0	0	0
Slc19a1	102	132	50	59
Slc19a2	0	0	0	0
Slc19a3	0	0	0	0
Slc1a1	0	0	0	0
Slc1a2	40	17	62	31
Slc1a3	0	0	0	0
Slc1a4	0	0	0	1
Slc1a5	68	27	23	0
Slc1a6	0	0	0	0
Slc1a7	62	51	102	171
Slc20a1	6	4	12	11
Slc20a2	0	0	0	0
Slc22a1	0	0	0	0
Slc22a12	0	0	0	0
Slc22a13	35	21	15	48
Slc22a13b-ps	1	6	0	3
Slc22a14	12	12	12	18
Slc22a15	0	0	0	0
Slc22a16	0	0	0	5
Slc22a17	16	56	160	568
Slc22a18	0	0	0	0
Slc22a19	0	4	0	0
Slc22a2	0	0	0	0
Slc22a20	0	0	0	0
Slc22a21	0	2	0	0
Slc22a22	0	0	0	0
Slc22a23	9	0	9	4
Slc22a26	0	0	0	0
Slc22a27	0	0	0	0
Slc22a28	0	0	0	0
Slc22a29	0	0	0	0
Slc22a3	205	217	73	138
Slc22a30	0	12	0	0
Slc22a4	0	0	2	8
Slc22a5	221	605	226	424
Slc22a6	0	0	0	0
Slc22a7	0	0	0	0
Slc22a8	0	67	12	3
Slc23a1	0	0	5	0
Slc23a2	2402	2669	7606	5742
Slc23a3	1078	1861	1180	658
Slc24a1	373	110	340	192
Slc24a2	0	0	1	0
Slc24a3	0	0	0	0
Slc24a4	65	58	61	88
Slc24a5	411	379	996	1844
Slc25a1	773	1230	1078	768
Slc25a10	14	5	11	39
Slc25a11	0	0	0	0
Slc25a12	305	231	533	532
Slc25a13	0	0	4	0
Slc25a14	0	1	0	0
Slc25a15	1	0	0	0
Slc25a16	0	0	0	1
Slc25a17	0	0	0	0
Slc25a18	9	10	6	17
Slc25a19	2	0	0	0
Slc25a2	0	0	0	0
Slc25a20	0	0	0	0
Slc25a21	9	96	64	43
Slc25a22	0	0	0	0
Slc25a23	19	9	2	2
Slc25a24	0	8	2	11
Slc25a25	555	724	167	118
Slc25a26	16	16	1	1
Slc25a27	0	0	0	0
Slc25a28	0	0	0	0
Slc25a29	0	0	0	0
Slc25a3	0	0	0	0
Slc25a30	0	0	0	5
Slc25a31	28	10	43	13
Slc25a32	0	2	0	0
Slc25a33	0	1	0	0
Slc25a34	0	0	0	0
Slc25a35	0	0	0	0
Slc25a36	2	0	2	3
Slc25a37	0	0	0	0
Slc25a38	0	0	0	0
Slc25a39	0	0	0	1
Slc25a4	0	0	0	0
Slc25a40	1466	1032	1793	1165
Slc25a41	117	51	7	21
Slc25a42	0	0	0	0
Slc25a43	0	0	0	0
Slc25a44	63	40	31	18
Slc25a45	498	398	705	450
Slc25a46	0	0	0	0
Slc25a47	0	0	0	0
Slc25a48	0	0	0	0
Slc25a5	0	0	0	0
Slc25a51	1	0	0	0
Slc25a53	0	0	0	0
Slc25a54	0	0	0	0
Slc26a1	0	0	0	0
Slc26a10	15	34	0	3
Slc26a11	38	75	45	33
Slc26a2	0	0	0	0
Slc26a3	0	0	1	0
Slc26a4	0	0	0	0
Slc26a5	0	0	0	0
Slc26a6	0	0	0	0
Slc26a7	0	0	0	0
Slc26a8	1	0	8	3
Slc26a9	0	0	0	0
Slc27a1	0	1	0	0
Slc27a2	24	41	40	17
Slc27a3	0	0	0	0
Slc27a4	84	91	62	25
Slc27a5	5	0	3	13
Slc27a6	0	0	0	0
Slc28a1	0	0	0	0
Slc28a2	27	53	38	20
Slc28a3	1	0	0	21
Slc29a1	0	24	8	7
Slc29a2	106	0	4	19
Slc29a3	0	0	0	0
Slc29a4	0	0	0	0
Slc2a1	0	0	0	0
Slc2a10	0	17	0	8
Slc2a12	0	0	0	0
Slc2a13	0	0	0	0
Slc2a2	1070	1022	1004	957
Slc2a3	2	4	2	11
Slc2a4	0	0	0	0
Slc2a4rg-ps	466	389	177	149
Slc2a5	0	0	0	0
Slc2a6	0	0	0	0
Slc2a7	0	0	0	0
Slc2a8	0	14	0	0
Slc2a9	0	0	0	0
Slc30a1	0	0	0	0
Slc30a10	0	0	0	0
Slc30a2	0	0	0	14
Slc30a3	0	1	0	1
Slc30a4	0	0	0	0
Slc30a5	27	11	25	10
Slc30a6	0	3	0	0
Slc30a7	0	0	0	0
Slc30a8	0	0	0	0
Slc30a9	0	0	0	0
Slc31a1	0	0	0	4
Slc31a2	24	13	4	6
Slc32a1	15	0	25	63
Slc33a1	0	0	0	0
Slc34a1	100	156	68	30
Slc34a2	4	6	16	15
Slc34a3	0	0	200	220
Slc35a1	0	0	0	0
Slc35a2	0	0	0	0
Slc35a3	0	0	0	0
Slc35a4	0	0	0	0
Slc35a5	2658	1101	1069	876
Slc35b1	0	0	0	0
Slc35b2	106	122	176	204
Slc35b3	0	0	0	0
Slc35b4	0	0	0	0
Slc35c1	0	0	0	0
Slc35c2	0	0	0	0
Slc35d1	0	0	0	0
Slc35d2	0	0	0	0
Slc35d3	0	16	1	0
Slc35e1	0	0	0	0
Slc35e2	15	9	5	2
Slc35e3	0	0	1	0
Slc35e4	0	0	0	0
Slc35f1	18	36	44	21
Slc35f2	0	0	0	0
Slc35f3	0	2	35	1
Slc35f4	0	0	0	0
Slc35f5	0	0	0	0
Slc35f6	0	4	0	0
Slc35g1	1	0	0	0
Slc35g2	91	96	69	62
Slc35g3	1	0	0	0
Slc36a1	0	0	0	0
Slc36a1os	0	0	0	0
Slc36a2	0	0	0	0
Slc36a3	0	0	0	0
Slc36a4	0	1	0	0
Slc37a1	253	205	175	116
Slc37a2	0	0	0	1
Slc37a3	295	156	236	178
Slc37a4	1	0	0	0
Slc38a1	0	0	0	0
Slc38a10	0	0	0	0
Slc38a11	0	0	0	0
Slc38a2	0	0	0	0
Slc38a3	1502	1786	1890	949
Slc38a4	0	0	0	0
Slc38a5	0	0	0	0
Slc38a6	0	0	0	0
Slc38a7	0	0	0	0
Slc38a8	257	295	394	200
Slc38a9	1	0	0	0
Slc39a1	0	0	0	0
Slc39a10	1	0	0	1
Slc39a11	191	189	171	142
Slc39a12	0	0	0	0
Slc39a13	0	64	8	54
Slc39a14	0	0	0	0
Slc39a2	0	0	0	0
Slc39a3	3631	3155	3449	4217
Slc39a4	12	0	0	2
Slc39a5	0	0	0	0
Slc39a6	0	0	0	0
Slc39a7	1	0	1	0
Slc39a8	0	0	0	21
Slc39a9	0	0	0	0
Slc3a1	22	0	10	2
Slc3a2	0	0	0	0
Slc40a1	0	0	0	1
Slc41a1	0	1	0	0
Slc41a2	0	0	1	0
Slc41a3	38	6	37	9
Slc43a1	0	0	0	76
Slc43a2	718	688	870	1138
Slc43a3	0	0	0	0
Slc44a1	0	15	0	0
Slc44a2	33	0	4	3
Slc44a3	0	0	0	1
Slc44a4	1	2	1	1
Slc44a5	57	13	31	44
Slc45a1	0	0	0	0
Slc45a2	0	0	0	0
Slc45a3	0	0	0	0
Slc45a4	541	641	354	354
Slc46a1	1	2	7	3
Slc46a2	25	111	8	25
Slc46a3	0	0	3	1
Slc47a1	0	0	0	0
Slc47a2	122	98	43	45
Slc48a1	0	0	0	0
Slc4a1	30	89	80	66
Slc4a10	18	16	11	6
Slc4a11	0	1	5	0
Slc4a1ap	356	408	221	230
Slc4a2	0	0	0	4
Slc4a3	0	0	0	0
Slc4a4	5	38	4	7
Slc4a5	1140	1100	1114	695
Slc4a7	47	17	31	30
Slc4a8	3	5	4	5
Slc4a9	0	0	0	0
Slc50a1	87	55	165	176
Slc51a	0	0	0	0
Slc51b	0	0	0	0
Slc52a2	117	50	16	36
Slc52a3	0	0	0	0
Slc5a1	66	125	90	139
Slc5a10	20	106	0	24
Slc5a11	1856	1418	1412	2152
Slc5a12	0	0	0	0
Slc5a2	0	0	0	0
Slc5a3	241	14	197	130
Slc5a4a	0	1	0	0
Slc5a4b	0	0	0	0
Slc5a5	1	0	1	0
Slc5a6	0	0	1	2
Slc5a7	0	0	0	0
Slc5a8	0	0	1	0
Slc5a9	0	0	0	0
Slc6a1	0	0	0	0
Slc6a11	0	0	0	0
Slc6a12	0	0	0	0
Slc6a13	0	0	0	0
Slc6a14	0	0	0	0
Slc6a15	0	0	0	0
Slc6a17	1222	702	956	303
Slc6a18	0	0	0	0
Slc6a19	0	0	0	0
Slc6a19os	0	0	0	0
Slc6a2	0	0	0	0
Slc6a20a	25	14	0	0
Slc6a20b	259	260	428	744
Slc6a3	0	0	0	0
Slc6a4	0	0	0	0
Slc6a5	533	0	89	110
Slc6a6	0	0	0	0
Slc6a7	87	43	35	10
Slc6a8	1	0	0	0
Slc6a9	1	0	0	0
Slc7a1	77	276	192	76
Slc7a10	0	0	0	1
Slc7a11	0	1	0	0
Slc7a12	1	0	0	0
Slc7a13	0	0	0	0
Slc7a14	0	0	0	0
Slc7a15	0	0	0	1
Slc7a2	0	0	1	0
Slc7a3	1	1	1	0
Slc7a4	1	84	0	0
Slc7a5	0	0	0	0
Slc7a6	0	0	0	0
Slc7a6os	0	0	0	0
Slc7a7	0	0	0	0
Slc7a8	0	0	0	0
Slc7a9	0	0	0	0
Slc8a1	1	0	5	6
Slc8a2	0	0	0	0
Slc8a3	132	92	166	103
Slc8b1	0	0	0	0
Slc9a1	1113	813	957	332
Slc9a2	0	0	0	0
Slc9a3	6	2	3	0
Slc9a3r1	0	0	0	0
Slc9a3r2	290	282	226	201
Slc9a4	102	153	298	180
Slc9a5	0	0	0	0
Slc9a6	0	0	0	3
Slc9a7	28	16	9	6
Slc9a8	689	671	572	602
Slc9a9	1	13	20	16
Slc9b1	0	2	0	11
Slc9b2	17	15	19	6
Slc9c1	0	0	0	0
Slco1a1	0	1	0	0
Slco1a4	0	0	0	0
Slco1a5	0	0	0	0
Slco1a6	0	0	0	0
Slco1b2	0	0	0	0
Slco1c1	0	0	0	0
Slco2a1	49	140	49	23
Slco2b1	0	0	0	0
Slco3a1	0	1	2	0
Slco4a1	283	374	271	227
Slco4c1	0	0	0	0
Slco5a1	1	0	2	2
Slco6b1	0	0	0	0
Slco6c1	0	0	0	0
Slco6d1	0	0	0	0
Slfn1	52	29	84	55
Slfn10-ps	1228	1230	788	1645
Slfn14	2	4	1	3
